,formation,country,reference,label,age,strat_m,d13C,d18O,87Sr/86Sr_primary
5629,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,792.584,512.3,2.01,-13.62,
5630,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,789.421,640.0,2.27,-7.99,
5631,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,789.421,640.0,7.27,-9.0,
5632,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,789.149,651.0,2.95,-10.52,
5633,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,789.04,655.4,3.3,-12.87,
5634,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,789.01,656.6,3.37,-11.93,
5635,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,788.958,658.7,4.16,-10.46,
5636,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,788.955,658.8,2.77,-12.32,
5637,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,788.745,667.3,0.94,-7.32,
5638,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,788.658,670.8,3.39,-11.83,
5639,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,788.628,672.0,7.22,-9.18,0.70665
5640,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,788.198,689.4,1.63,-10.19,
5641,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,788.183,690.0,5.0,-7.16,0.70667
5642,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,788.034,696.0,1.34,-7.8,
5643,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,788.029,696.2,5.76,-11.34,
5644,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.962,698.9,1.93,-11.03,
5645,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.819,704.7,3.54,-10.74,
5646,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.754,707.3,3.37,-8.87,
5647,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.67,710.7,4.96,-11.81,
5648,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.581,714.3,3.54,-8.61,
5649,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.549,715.6,4.52,-9.22,
5650,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.484,718.2,4.47,-9.78,
5651,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.447,719.7,4.89,-9.47,
5652,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.4,721.6,,,
5653,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.38,722.8,5.51,-10.58,
5654,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.347,724.7,6.05,-10.76,
5655,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.308,727.0,5.37,-9.95,
5656,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.267,729.4,5.91,-9.28,
5657,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.235,731.3,6.09,-9.95,
5658,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.201,733.3,5.95,-9.68,
5659,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.18,734.5,6.35,-10.06,
5660,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.104,739.0,5.28,-8.78,0.70671
5661,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.048,742.3,-0.3,-10.48,
5662,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.019,744.0,5.47,-9.36,
5663,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,787.019,744.0,5.29,-10.22,0.70674
5664,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.973,746.7,4.86,-8.04,
5665,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.966,747.1,4.74,-10.27,
5666,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.942,748.5,5.2,-8.12,
5667,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.898,751.1,5.61,-12.1,
5668,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.883,752.0,5.19,-8.93,
5669,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.867,752.9,5.85,-12.58,
5670,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.857,753.5,5.89,-8.69,
5671,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.838,754.6,6.0,-11.7,
5672,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.825,755.4,5.85,-9.26,
5673,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.813,756.1,5.92,-11.29,
5674,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.781,758.0,6.01,-9.15,
5675,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.762,759.1,6.35,-8.94,
5676,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.74,760.4,6.13,-12.32,
5677,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.731,760.9,6.15,-9.08,
5678,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.729,761.0,5.56,-9.0,0.70677
5679,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.69,763.3,5.68,-8.83,
5680,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.687,763.5,5.72,-10.97,
5681,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.663,764.9,6.09,-8.8,
5682,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.639,766.3,4.81,-9.86,
5683,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.632,766.7,5.86,-8.84,
5684,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.604,768.4,6.02,-8.27,
5685,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.556,771.2,6.06,-8.48,
5686,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.522,773.2,5.88,-7.63,
5687,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.481,775.6,5.84,-8.82,
5688,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.456,777.1,5.78,-8.61,
5689,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.423,779.0,5.7,-8.93,0.70681
5690,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.408,779.9,5.55,-8.58,
5691,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.387,781.1,6.18,-8.51,
5692,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.336,784.1,5.71,-8.17,
5693,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.282,787.3,5.64,-8.67,
5694,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.265,788.3,5.64,-7.98,
5695,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.238,789.9,4.69,-8.37,
5696,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.193,792.5,4.53,-7.85,
5697,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.156,794.7,5.14,-8.09,
5698,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.151,795.0,4.49,-5.25,0.70677
5699,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.13,796.2,5.25,-8.32,
5700,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.09,798.6,5.4,-8.3,
5701,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.066,800.0,5.49,-8.53,0.70672
5702,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,786.052,800.8,5.05,-8.01,
5703,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.991,804.4,4.75,-7.7,
5704,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.935,807.7,5.06,-8.54,
5705,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.879,811.0,4.82,-6.68,0.70675
5706,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.828,814.0,4.85,-7.51,
5707,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.787,816.4,4.8,-8.06,
5708,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.753,818.4,4.08,-7.07,
5709,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.715,820.6,2.79,-5.74,
5710,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.708,821.0,5.65,-7.33,0.70674
5711,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.674,823.0,5.11,-8.35,
5712,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.613,826.6,5.25,-7.38,
5713,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.584,828.3,4.75,-7.3,
5714,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.572,829.0,,,0.70674
5715,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.552,830.2,4.49,-7.44,
5716,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.513,832.5,5.26,-7.93,
5717,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.47,835.0,4.8,-7.88,
5718,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.436,837.0,5.4,-7.86,
5719,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.405,838.8,4.53,-7.77,
5720,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.365,841.2,4.54,-8.13,
5721,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.351,842.0,5.32,-9.77,0.70673
5722,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.32,843.8,5.74,-7.19,
5723,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.3,845.0,4.96,-8.85,0.70673
5724,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.298,845.1,,,
5725,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.246,848.2,4.85,-7.74,
5726,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.222,849.6,5.18,-8.38,
5727,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.189,851.5,5.9,-7.86,
5728,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.155,853.5,5.57,-8.69,
5729,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.091,857.3,5.4,-7.94,
5730,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.046,859.9,3.46,-6.73,
5731,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.011,862.0,4.96,-9.97,0.70671
5732,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,785.004,862.4,5.37,-8.22,
5733,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.994,863.0,5.56,-9.3,0.70673
5734,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.966,864.6,4.99,-7.76,
5735,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.936,866.4,5.5,-7.85,
5736,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.902,868.4,5.66,-7.91,
5737,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.869,870.3,5.64,-8.19,
5738,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.834,872.4,4.81,-7.94,
5739,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.812,873.7,5.37,-8.12,
5740,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.774,875.9,4.67,-8.28,
5741,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.745,877.6,5.56,-8.78,
5742,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.738,878.0,4.54,-6.58,0.70678
5743,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.706,879.9,5.53,-8.58,
5744,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.679,881.5,4.25,-7.36,
5745,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.577,887.5,4.68,-8.52,
5746,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.549,889.1,5.34,-8.65,
5747,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.524,890.6,4.09,-6.59,
5748,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.493,892.4,5.72,-12.75,
5749,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.449,895.0,6.27,-9.97,0.70679
5750,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.427,896.3,4.9,-8.98,
5751,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.393,898.3,5.21,-8.39,
5752,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.364,900.0,5.46,-7.63,0.70674
5753,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.311,903.1,4.9,-10.28,
5754,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.287,904.5,3.59,-6.86,
5755,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.214,908.8,4.59,-8.38,
5756,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.172,911.3,4.85,-8.85,
5757,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.144,912.9,4.55,-8.91,
5758,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.117,914.5,5.02,-8.99,
5759,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.078,916.8,4.28,-7.87,
5760,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.053,918.3,4.89,-8.59,
5761,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,784.012,920.7,4.07,-8.13,
5762,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.988,922.1,5.35,-8.98,
5763,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.896,927.5,5.08,-8.92,
5764,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.887,928.0,5.06,-6.83,0.7067
5765,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.87,929.0,5.52,-5.85,0.70672
5766,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.852,930.1,4.88,-9.13,
5767,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.845,930.5,5.82,-8.91,
5768,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.831,931.3,5.33,-8.88,
5769,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.811,932.5,5.5,-9.59,
5770,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.705,938.7,5.6,-8.8,
5771,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.683,940.0,5.07,-9.15,
5772,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.682,940.1,5.39,-8.54,
5773,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.598,945.0,4.77,-3.26,0.70675
5774,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.53,949.0,4.83,-4.38,0.70672
5775,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.518,949.7,5.52,-9.47,
5776,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.448,953.8,5.4,-10.82,
5777,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.433,954.7,5.15,-8.98,
5778,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.37,958.4,4.68,-9.0,
5779,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.282,963.6,4.84,-9.09,
5780,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.271,964.2,5.56,-10.01,
5781,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.266,964.5,6.62,-10.21,0.70672
5782,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.266,964.5,5.6,-9.5,0.70676
5783,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.258,965.0,4.44,-3.64,0.70672
5784,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.237,966.2,4.05,-8.23,
5785,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.195,968.7,4.47,-8.05,
5786,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.14,971.9,4.79,-8.98,
5787,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.135,972.2,5.07,-8.78,
5788,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.135,972.2,5.52,-8.57,
5789,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.135,972.2,5.52,-8.97,0.70667
5790,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.123,972.9,5.53,-8.6,
5791,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.123,972.9,5.39,-9.21,
5792,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.123,972.9,5.53,-8.6,
5793,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.12,973.1,4.64,-8.15,
5794,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.094,974.6,5.03,-9.24,
5795,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.06,976.6,4.75,-9.08,
5796,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.05,977.2,4.22,-8.17,
5797,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,783.001,980.1,3.94,-7.86,
5798,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.991,980.7,5.21,-8.71,
5799,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.991,980.7,4.92,-8.61,
5800,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.953,982.9,5.32,-8.88,
5801,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.941,983.6,5.03,-7.97,
5802,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.926,984.5,5.24,-8.85,
5803,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.9,986.0,6.64,-3.67,0.70673
5804,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.895,986.3,5.13,-9.62,
5805,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.88,987.2,5.16,-8.8,
5806,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.88,987.2,5.16,-8.8,
5807,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.88,987.2,5.23,-9.52,
5808,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.872,987.7,5.44,-9.9,
5809,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.815,991.0,5.56,-8.96,
5810,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.78,993.1,5.53,-8.95,
5811,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.775,993.4,4.92,-8.55,
5812,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.749,994.9,5.76,-8.48,
5813,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.749,994.9,5.93,-6.53,
5814,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.749,994.9,5.76,-8.48,
5815,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.747,995.0,5.45,-8.97,
5816,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.681,998.9,5.68,-8.67,
5817,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.657,1000.3,5.48,-8.92,
5818,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.635,1001.6,5.33,-8.88,
5819,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.518,1008.5,5.36,-8.24,
5820,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.504,1009.3,5.36,-10.49,
5821,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.495,1009.8,5.64,-9.61,
5822,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.444,1012.8,5.15,-7.78,
5823,Tambien Group,Ethiopia,"this study, Swanson-Hysell et al. (2010), Miller et al. (2009)",Tambien,782.444,1012.8,5.38,-8.55,
